4.025917926565874	2.0	6.0	4.0	0.7862377522824113	2			1.0	1.0	50	0.001	true	0	43	516	1135	580	41	0	
3.9645788336933045	2.0	7.0	4.0	0.7742326796009045	2			1.0	1.0	50	0.005	true	0	51	544	1193	492	33	2	
3.888984881209504	2.0	7.0	4.0	0.7873429147277736	2			1.0	1.0	50	0.007	true	0	76	595	1190	419	34	1	
3.978401727861771	2.0	7.0	4.0	0.7902058434475185	2			1.0	1.0	50	0.01	true	0	52	539	1182	493	47	2	
3.7269978401727863	2.0	6.0	4.0	0.6708727771008307	2			1.0	2.0	50	0.001	true	0	49	773	1257	233	3	0	
3.7218142548596114	2.0	6.0	4.0	0.6770877888926837	2			1.0	2.0	50	0.005	true	0	52	782	1243	234	4	0	
3.7352051835853133	2.0	6.0	4.0	0.6569490183909371	2			1.0	2.0	50	0.007	true	0	58	711	1334	210	2	0	
3.743844492440605	2.0	6.0	4.0	0.6898134554296667	2			1.0	2.0	50	0.01	true	0	61	728	1281	233	12	0	
3.7352051835853133	2.0	6.0	4.0	0.6731935967031215	2			1.0	3.0	50	0.001	true	0	50	757	1269	234	5	0	
3.6544276457883367	2.0	6.0	4.0	0.6506237007109644	2			1.0	3.0	50	0.005	true	0	56	855	1242	157	5	0	
3.711447084233261	2.0	6.0	4.0	0.6597603911027217	2			1.0	3.0	50	0.007	true	0	55	766	1289	202	3	0	
3.664362850971922	2.0	6.0	4.0	0.6441713722194031	2			1.0	3.0	50	0.01	true	0	60	818	1277	159	1	0	
3.7118790496760257	2.0	5.0	4.0	0.6204604634846465	2			1.0	4.0	50	0.001	true	0	53	716	1391	155	0	0	
3.735637149028078	2.0	6.0	4.0	0.6554768712804225	2			1.0	4.0	50	0.005	true	0	56	714	1333	210	2	0	
3.7278617710583157	2.0	6.0	4.0	0.6725102665921933	2			1.0	4.0	50	0.007	true	0	53	764	1259	238	1	0	
3.733909287257019	2.0	6.0	4.0	0.6901229710640652	2			1.0	4.0	50	0.01	true	0	54	771	1235	247	8	0	
3.7533477321814264	2.0	6.0	4.0	0.69389284137651	2			1.0	5.0	50	0.001	true	0	50	757	1228	274	6	0	
3.7498920086393093	2.0	6.0	4.0	0.6970078887472245	2			1.0	5.0	50	0.005	true	0	53	758	1226	271	7	0	
3.7516198704103676	2.0	6.0	4.0	0.6982449369663385	2			1.0	5.0	50	0.007	true	0	54	754	1227	273	7	0	
3.7516198704103676	2.0	6.0	4.0	0.6988635748371901	2			1.0	5.0	50	0.01	true	0	54	755	1225	274	7	0	
3.7352051835853133	2.0	6.0	4.0	0.6738352342206333	2			1.0	6.0	50	0.001	true	0	50	759	1264	238	4	0	
3.73304535637149	2.0	6.0	4.0	0.6765047027880728	2			1.0	6.0	50	0.005	true	0	53	758	1262	238	4	0	
3.7347732181425486	2.0	6.0	4.0	0.6778221377686225	2			1.0	6.0	50	0.007	true	0	54	754	1263	240	4	0	
3.6535637149028073	2.0	6.0	4.0	0.6528172109170387	2			1.0	6.0	50	0.01	true	0	59	852	1240	160	4	0	
3.7697624190064793	2.0	6.0	4.0	0.6640162788309406	2			1.0	7.0	50	0.001	true	0	40	713	1307	250	5	0	
3.769330453563715	2.0	6.0	4.0	0.6661407519317366	2			1.0	7.0	50	0.005	true	0	42	711	1306	251	5	0	
3.7477321814254863	2.0	6.0	4.0	0.6909326285009694	2			1.0	7.0	50	0.007	true	0	54	752	1237	268	4	0	
3.7710583153347734	2.0	6.0	4.0	0.6673846668049489	2			1.0	7.0	50	0.01	true	0	45	701	1313	251	5	0	
3.7308855291576672	2.0	6.0	4.0	0.6721209880568662	2			1.0	8.0	50	0.001	true	0	50	767	1255	242	1	0	
3.727429805615551	2.0	6.0	4.0	0.6726565348607364	2			1.0	8.0	50	0.005	true	0	52	768	1255	239	1	0	
3.729157667386609	2.0	6.0	4.0	0.6727123138108388	2			1.0	8.0	50	0.007	true	0	53	762	1260	239	1	0	
3.7360691144708422	2.0	6.0	4.0	0.6579538713795339	2			1.0	8.0	50	0.01	true	0	56	717	1326	214	2	0	
3.737365010799136	2.0	6.0	4.0	0.6832727709982922	2			1.0	9.0	50	0.001	true	0	50	769	1240	251	5	0	
3.736933045356371	2.0	6.0	4.0	0.6840547878146042	2			1.0	9.0	50	0.005	true	0	52	765	1243	250	5	0	
3.7382289416846652	2.0	6.0	4.0	0.684236238583224	2			1.0	9.0	50	0.007	true	0	53	760	1247	250	5	0	
